index,Xi,Xj,model
1182,A woman in a blue collared shirt holds a,sign protesting for workers' rights,qwen2.5:latest
1183,A man in a white hat waits on the,sidewalk,qwen2.5:latest
1184,A young baby wearing green is playing with,a toy car in the nursery.,qwen2.5:latest
1185,An Asian woman and two men (one Asian and one white) are,standing in front of a modern building discussing something enthusiastically.,qwen2.5:latest
1186,People are running in a race,to see who will be the winner,qwen2.5:latest
1187,People are crowded together,in the square for the festival celebrations,qwen2.5:latest
1188,Two black dogs chase,each other around the park,qwen2.5:latest
1189,"An entrance to an underground subway,",was located just a few meters away from the station.,qwen2.5:latest
1190,A man in a black and white striped,suit walked into the room,qwen2.5:latest
1191,A military soldier aims a gun from,the rooftop at the enemy position,qwen2.5:latest
1192,A man and woman wearing sunglasses,were walking hand in hand on the beach.,qwen2.5:latest
1193,Two children are sliding down a water,滑梯，尽情享受夏日乐趣。,qwen2.5:latest
1194,Two dogs walking through tall grass carrying,a stick between them,qwen2.5:latest
1195,A man in a black vest and colorful tie draws the,portrait of a lady at the café.,qwen2.5:latest
1196,People walking on a,street.scalablytyped,qwen2.5:latest
1197,Two people in white hats look,like chefs preparing for a big meal.,qwen2.5:latest
1198,A man in a cowboy hat struggles to,tie his shoelaces while riding a bicycle.,qwen2.5:latest
1199,Three women and a man dressed as,Three women and a man dressed as superheroes,qwen2.5:latest
1200,A crowd of people is watching a singer and,singing along to the lyrics.,qwen2.5:latest
1201,A trio of soccer plays play on the,field,qwen2.5:latest
1202,A child in a white bathrobe,was likely just getting out of the bathroom.,qwen2.5:latest
1203,A man with headphones in his ear is,listening to music,qwen2.5:latest
1204,"Kids jump in a sack race, as a little girl on the beach with a minnie",winnie hat watches them amusedly,qwen2.5:latest
1205,A woman wearing purple clothing is sitting at a table and looking at a laptop while another woman,is standing next to her offering advice.,qwen2.5:latest
1206,A dog is running,through the park chasing a frisbee.,qwen2.5:latest
1207,A black standard poodle running through the,field chased a red frisbee.,qwen2.5:latest
1208,A little kid holding a yellow,balloon,qwen2.5:latest
1209,"One man and one woman in the field,",were standing quietly under the sky.,qwen2.5:latest
1210,Boy passes ball to,his teammate for a fast break,qwen2.5:latest
1211,A little girl brushing,her hair diligently to help her mother,qwen2.5:latest
1212,"Inside aircraft, Army people",are often seen wearing camouflage uniforms.,qwen2.5:latest
1213,A young woman is holding a music,player to perform on stage,qwen2.5:latest
1214,Toddler with something,in his mouth refused to give it up,qwen2.5:latest
1215,People are trying to sell various,products online nowadays,qwen2.5:latest
1216,Someone is ski-ing off the top,of the mountain,qwen2.5:latest
1217,"Two men sit inside a car,",waiting for their friend to arrive.,qwen2.5:latest
1218,The spotlight is on a guitarist who,plays an unforgettable solo,qwen2.5:latest
1219,A girl in a red and black leotard with white writing is standing next to a man in a,black suit holding a trophy.,qwen2.5:latest
1220,walking down flower lined,path in the garden,qwen2.5:latest
1221,A man wearing sandals sits on,a park bench overlooking the cityscape.,qwen2.5:latest
1222,A young child wearing a white shirt with a blue trim around,his collar,qwen2.5:latest
1223,A woman in a black coat in an elementary school classroom is,teaching her students about literature.,qwen2.5:latest
1224,A person sits behind baskets,waiting to see what they can find,qwen2.5:latest
1225,A young woman in a light-colored blouse is showing a little girl,how to tie her shoelace.,qwen2.5:latest
1226,An indian man wearing a blue shirt is sitting,on the bench near the park entrance,qwen2.5:latest
1227,A man is standing beside two other men,because they are discussing a matter of importance,qwen2.5:latest
1228,A few people are walking,down the street towards the park,qwen2.5:latest
1229,a group of people inside a building,were safe from the storm outside,qwen2.5:latest
1230,A group of young adult women in bikinis sit in a field of,sunflowers laughing and enjoying the warm sun.,qwen2.5:latest
1231,A dolphin is jumping,out of the water to entertain the spectators,qwen2.5:latest
1232,A kid in red falls as he struggles with a kid,to catch up during their race.,qwen2.5:latest
1233,A shirtless male runner,was sprinting towards the finish line,qwen2.5:latest
1234,A man in a red shirt with red,wore a matching hat.,qwen2.5:latest
1235,A child spins a sparkler,"in circles, creating beautiful patterns in the air.",qwen2.5:latest
1236,a man sitting,on the bench by the park,qwen2.5:latest
1237,Two women are,arguing over who gets to keep the necklace.,qwen2.5:latest
1238,One man in red shirt and black pants with a,hat on his head,qwen2.5:latest
1239,Two dogs,were fighting over a toy.,qwen2.5:latest
1240,A man and a woman are walking on a street in front,of a bustling market.,qwen2.5:latest
1241,A group of people with clear,intentions gathered outside the courthouse.,qwen2.5:latest
1242,Two ladies selling their wares,in the market square,qwen2.5:latest
1243,A man in a black coat and blue shirt,was standing outside the old bookstore.,qwen2.5:latest
1244,Children performing a play,were eager to showcase their talents on stage,qwen2.5:latest
1245,A man in a yellow shirt and jeans is walking down,the street towards the coffee shop.,qwen2.5:latest
1246,Four people stand in front of,the monument in silence.,qwen2.5:latest
1247,A woman wearing a green tank top and unusual,A woman wearing a green tank top and unusual earrings stood out in the crowd.,qwen2.5:latest
1248,Four boy scouts,were on a quest to find the lost campsite.,qwen2.5:latest
1249,A rugby player is running with the ball,towards the try line,qwen2.5:latest
1250,"2 people sit barefoot in a tent, one with a",smile while the other looks contemplative,qwen2.5:latest
1251,Man in a red shirt riding,a bicycle through the park,qwen2.5:latest
1252,Two men are sleeping in reclining chairs in some,parking lot,qwen2.5:latest
1253,A woman wearing a red and white,dress danced gracefully,qwen2.5:latest
1254,Six men are pushing a large wooden wheel along,the street in the hopes of generating enough power to light their village.,qwen2.5:latest
1255,A group of people mill around while a man,waiting for his turn to speak,qwen2.5:latest
1256,A woman pouring a red drink mixture,into a glass at the bar.,qwen2.5:latest
1257,A blond woman reads with a drink,while sitting on a couch in a cozy living room.,qwen2.5:latest
1258,Men playing in a soccer game,scored a goal,qwen2.5:latest
1259,A family posing by the,beach on a sunny day,qwen2.5:latest
1260,"Two men wearing work attire, stands next to",a construction site.,qwen2.5:latest
1261,"Women, who appear to be part",of a group protesting peacefully.,qwen2.5:latest
1262,A skier in yellow pants,slid down the slope quickly.,qwen2.5:latest
1263,A dog running through a,field chased after a butterfly,qwen2.5:latest
1264,A young man watches a little,girl play in the park,qwen2.5:latest
1265,People sit under a,tree to enjoy the shade,qwen2.5:latest
1266,The boy is swinging on a,swing back and forth,qwen2.5:latest
1267,Two men working on a car,were discussing the best approach to fix the engine issue,qwen2.5:latest
1268,"A young boy in a red jersey jumps, about to",catch the ball,qwen2.5:latest
1269,Two military workers help,each other to carry the heavy box.,qwen2.5:latest
1270,A boy wearing a hat and shorts,was playing in the park.,qwen2.5:latest
1271,a man in a vehicle,was speeding through the rainstorm,qwen2.5:latest
1272,"A blond-hair boy in short, short-sleeve shirt and",wearing blue jeans was playing in the garden,qwen2.5:latest
1273,An African-American youth on a skateboard in,ran through the park after sunset,qwen2.5:latest
1274,A man walking with no shirt,on a warm day,qwen2.5:latest
1275,Three female workers in a medical,were exposed to high-risk conditions without proper protection,qwen2.5:latest
1276,"An African-American man in jeans and a white t-shirt that says ""Cuido La",was standing near the statue,qwen2.5:latest
1277,Many people sitting,in silence can often lead to a moment of reflection.,qwen2.5:latest
1278,A man with a beige jacket carries a water,bag to the park.,qwen2.5:latest
1279,A dog runs across,the field chasing a squirrel,qwen2.5:latest
1280,One woman sitting on a sidewalk with others,was likely waiting for assistance or shelter during a storm,qwen2.5:latest
1281,"A girl playing kicking a soccer ball, in her team",scored a goal.,qwen2.5:latest
1282,"Man playing basketball,",scored a three-pointer to win the game.,qwen2.5:latest
1283,A man with glasses,wore them to correct his vision.,qwen2.5:latest
1284,Number 13 is holding a football while,waiting for the game to start.,qwen2.5:latest
1285,Dog jumps to catch a,frisbee in mid-air,qwen2.5:latest
1286,Orange motorcycle racing around a,curvy track,qwen2.5:latest
1287,"Two Asians, a man and a woman, smile",at each other peacefully in the park.,qwen2.5:latest
1288,a couple posing with a plastic,baby in their arms,qwen2.5:latest
1289,Two basketball teams playing a small game watching a,Two basketball teams playing a small game watching a friendly audience,qwen2.5:latest
1290,A little boy is going,to catch the butterfly that flew by,qwen2.5:latest
1291,A boy in white shorts stands,on the beach watching the waves.,qwen2.5:latest
1292,A crowd of people walk,through the bustling market streets.,qwen2.5:latest
1293,A man and a woman musician,played beautiful harmonies together,qwen2.5:latest
1294,A man in a neon-green vest,was likely working on site safety.,qwen2.5:latest
1295,A soccer player,scored a goal with a spectacular kick,qwen2.5:latest
1296,A woman holding a child giving,a warm smile to the camera,qwen2.5:latest
1297,The people are getting ready for,the festival to begin,qwen2.5:latest
1298,A youthful race against,time in the sunniest days of youth,qwen2.5:latest
1299,Blond child throws up her arms,in excitement and joy,qwen2.5:latest
1300,A girl is about to kick a,soccer ball into the goal,qwen2.5:latest
1301,Two women are sucking on,each other's necks,qwen2.5:latest
1302,A brown puppy chewing,on an old shoe,qwen2.5:latest
1303,A female hockey player in blue is challenging the,A female hockey player in blue is challenging the opposing team's goalkeeper for possession.,qwen2.5:latest
1304,A man with a tribal wave tattoo smiles at the camera while holding,a pair of sunglasses and a bottle of beer,qwen2.5:latest
1305,A man sits playing his accordion and he has a suitcase filled,with mysterious belongings.,qwen2.5:latest
1306,People riding the escalator rather,than using stairs for convenience.,qwen2.5:latest
1307,"People are playing a game of ball in the pool, one swimmer is",drowning,qwen2.5:latest
1308,An Asian teen girl,was seen wearing a traditional kimono.,qwen2.5:latest
1309,A man is talking on,his phone while walking down the street.,qwen2.5:latest
1310,Four men standing behind cash,Four men standing behind cash registers were preparing for the afternoon rush.,qwen2.5:latest
1311,"a boy scout ceremony,",was held in the local park.,qwen2.5:latest
1312,A woman paints a,beautiful landscape on her canvas,qwen2.5:latest
1313,"A man wearing a black t-shirt, black pants, a black hat and wearing black shoes is picking up",a guitar from his bag.,qwen2.5:latest
1314,A man skis past another man,skiing faster than him,qwen2.5:latest
1315,A boy is making a splash,in the pool,qwen2.5:latest
1316,A bearded man in a blue print,wore a blue shirt and stood confidently by the window.,qwen2.5:latest
1317,A marching band line stands and,awaiting the start of the parade,qwen2.5:latest
1318,Several parties of people are seated in,Several parties of people are seated in various corners of the restaurant.,qwen2.5:latest
1319,A tattooed blond woman,walks into the bar wearing a leather jacket,qwen2.5:latest
1320,A man tosses something into the,lake,qwen2.5:latest
1321,Two men one riding a bike,and another walking alongside.,qwen2.5:latest
1322,A football player charges down the field after,scoring a touchdown,qwen2.5:latest
1323,Three people are having,a discussion about their future plans.,qwen2.5:latest
1324,A man is sitting in a,parkchair reflecting on his day.,qwen2.5:latest
1325,An old lady is sitting next to a Christmas tree with,a smile on her face,qwen2.5:latest
1326,A woman and,A woman and her daughter went to the park for a picnic.,qwen2.5:latest
1327,A man just hit the ball,and it sailed out of the park,qwen2.5:latest
1328,A boy riding a zip line and,fell into the river below,qwen2.5:latest
1329,A couple of Indians sitting in,A couple of Indians sitting in,qwen2.5:latest
1330,A dog running,through the park chased by a squirrel.,qwen2.5:latest
1331,A man in blue is climbing up a rocky,mountain face,qwen2.5:latest
1332,"Two men do karate- one strikes sideways with his arm, while the",other blocks the attack with his forearm.,qwen2.5:latest
1333,A woman in a yellow shirt watches a blond woman help up a,woman in need.,qwen2.5:latest
1334,A girl is sitting on the,bench overlooking the lake.,qwen2.5:latest
1335,Crowd of people are enjoying,in the park on a sunny day,qwen2.5:latest
1336,Three men and a woman celebrating,were singing loudly in the room.,qwen2.5:latest
1337,A woman in a yellow shirt is hand-decorating,a cake with fondant flowers.,qwen2.5:latest
1338,a brown dog jumping into a,pool of water,qwen2.5:latest
1339,An Asian lady in a red shirt sits alone in a street market,selling vegetables under a hot sun,qwen2.5:latest
1340,a small girl trots,down the sidewalk towards her home,qwen2.5:latest
1341,Youth in white T-shirt on a,starry night outskirt of town,qwen2.5:latest
1342,A person dressed in back watching a man,in the park at dusk,qwen2.5:latest
1343,Local villagers are preparing for a fishing,trip to the lake tomorrow morning.,qwen2.5:latest
1344,Two guys and a girl walking,down the street at sunset,qwen2.5:latest
1345,A team of rugby players in baby blue and white uniforms begin running,down the field towards their opponents,qwen2.5:latest
1346,The men are,struggling in the river to reach safety,qwen2.5:latest
1347,A man and two women sit in a darkened,room discussing plans for an upcoming heist.,qwen2.5:latest
1348,A girl is winding up,the string before releasing it.,qwen2.5:latest
1349,Young girl ready to perform,on stage,qwen2.5:latest
1350,Two brown dogs are wearing muzzles and,are playing in the park,qwen2.5:latest
1351,A black dog is,running through the grass,qwen2.5:latest
1352,An Asian man riding a,bicycle through the park,qwen2.5:latest
1353,A man with glasses and dressed in jeans and dark-colored,A man with glasses and dressed in jeans and dark-colored shirts walked into the coffee shop.,qwen2.5:latest
1354,A race car driver with an orange helmet sits in,A race car driver with an orange helmet sits in the sleek cockpit.,qwen2.5:latest
1355,Two children,were playing in the park,qwen2.5:latest
1356,A woman sits at the edge of a rock,waiting for her friend to arrive,qwen2.5:latest
1357,A man in a flower,wore a smile on his face.,qwen2.5:latest
1358,An older man walks with a camera around his,neck.,qwen2.5:latest
1359,There are three men wearing dress,suits standing in the room.,qwen2.5:latest
1360,The dog is,pacing back and forth because he's anxious.,qwen2.5:latest
1361,Drum kit cymbals sit under a microphone while a guitarist,plays alongside the drummer,qwen2.5:latest
1362,An older woman smiles on as,her grandchildren play in the park.,qwen2.5:latest
1363,A kid is standing on a,rooftop without a safety harness,qwen2.5:latest
1364,Two people converse in the middle,of a bustling market.,qwen2.5:latest
1365,Three children are sorting our a,pile of colorful leaves,qwen2.5:latest
1366,A woman in a long purple and gray,dress walked past the boutique window.,qwen2.5:latest
1367,"A soccer game, with a huge",crowd watching,qwen2.5:latest
1368,A woman pushing a shopping cart,was carefully navigating through the crowded supermarket aisles.,qwen2.5:latest
1369,crying baby in a blue,crib made him more upset,qwen2.5:latest
1370,A middle-aged man relaxing on a,park bench in the sun,qwen2.5:latest
1371,An older man dressed all in black reclining,in a park bench under the shade,qwen2.5:latest
1372,A lady in the produce aisle,was carefully selecting fresh apples for her family's meal.,qwen2.5:latest
1373,A man soaking in a tiny bathtub in a bathroom,would be quite an unusual sight.,qwen2.5:latest
1374,two men are sitting down at a table with drinks looking,at each other suspiciously,qwen2.5:latest
1375,Drummer playing,drum solos for an hour,qwen2.5:latest
1376,Two men in camouflage fatigues and brown shirts hold a piece of wood,in their hands during what appears to be a training exercise.,qwen2.5:latest
1377,Two men working on,a construction site argued over safety protocols.,qwen2.5:latest
1378,A man in a laboratory coat looking,was likely conducting an experiment,qwen2.5:latest
1379,A man in a yellow jacket sitting on,a park bench observing the surroundings,qwen2.5:latest
1380,A woman stands next to a coastline in a,windswept setting,qwen2.5:latest
1381,Indians having a gathering with coats,usually wear them for warmth or tradition,qwen2.5:latest
1382,Three black men standing next to their fishing boat,in the sun waited for the fish to bite.,qwen2.5:latest
1383,Man in an orange shirt and shoes stands among boxes,"holding a sign that reads ""Help Needed""",qwen2.5:latest
1384,A man in a bowling alley getting ready to,roll the ball,qwen2.5:latest
1385,A man in a yellow jacket,was riding his bicycle through the park.,qwen2.5:latest
1386,A lady with a fruit hat and red gloves,walked into the café,qwen2.5:latest
1387,A group of dogs,ran towards the park,qwen2.5:latest
1388,The two large people are sitting,next to each other on the bench.,qwen2.5:latest
1389,"A man is sitting, with his skateboard, at the bottom of a skateboard",waiting for the perfect moment to perform a trick.,qwen2.5:latest
1390,Woman is eating something,while carefully avoiding her reflection in the window.,qwen2.5:latest
1391,Man wearing a blue,shirt stood by the window observing the rain.,qwen2.5:latest
1392,A man wearing a yellow backpack is carrying a,large suitcase,qwen2.5:latest
1393,"While a man's mowing lawn, a man and a woman",were walking by together.,qwen2.5:latest
1394,Three young boys are crouching,on the ground near a fence,qwen2.5:latest
1395,"Lumberjack in his security red jumpsuit, gets stylish with his orange",hard hat and chainsaw holster.,qwen2.5:latest
1396,"A man, dressed in white and wearing a",hat,qwen2.5:latest
1397,Three children rolling down a green hillside towards a parking lot where,they found their parents waiting to pick them up.,qwen2.5:latest
1398,A dog with a blue blanket,was running through the park,qwen2.5:latest
1399,A group is looking,for a way to collaborate more effectively.,qwen2.5:latest
1400,An Asian woman is,standing in front of a bustling market,qwen2.5:latest
1401,A tan dog jumps across some,fields to catch a frisbee.,qwen2.5:latest
1402,2 young men in white tank tops and,wearing sunglasses were walking down the beach together,qwen2.5:latest
1403,"An Asian woman, shown from behind, plays what appears to be",a traditional Chinese musical instrument,qwen2.5:latest
1404,A young man in shorts wearing,a baseball cap stood near the beach,qwen2.5:latest
1405,A man with two large bags is sitting in the middle of a,park wondering where to go next.,qwen2.5:latest
1406,Boy skating across,the ice lake不慎错误，应该是：Boy skating across the ice rink,qwen2.5:latest
1407,Multiple martial artist's pose with their,poses striking different elements in harmony.,qwen2.5:latest
1408,A gray dog runs along side a pool while,a golden retriever follows closely behind,qwen2.5:latest
1409,Two young boys and an elderly male,were playing chess in the park.,qwen2.5:latest
1410,A man with dreadlocks poses with an oddly dressed,child wearing a feathered hat,qwen2.5:latest
1411,A group of people putting on layers,to stay warm in the cold weather,qwen2.5:latest
1412,A person is emerging onto a,stage to perform,qwen2.5:latest
1413,A blond man in a yellow and black uniform grabs another blond man,because they were competing in a wrestling match.,qwen2.5:latest
1414,Three girls in a store one of,was secretly shopping for gifts for their friend.,qwen2.5:latest
1415,A couple hugging,in the sunset on the beach,qwen2.5:latest
1416,A man standing in snow in front,of a abandoned house might be waiting for someone.,qwen2.5:latest
1417,A man on a snowboard,was flying down the slope,qwen2.5:latest
1418,"A little dark-skinned boy in a yellow,",worn-out shirt ran through the market square.,qwen2.5:latest
1419,a group of girls from the same,class were excluded from the party,qwen2.5:latest
1420,"WWII Victory Day parade with soldier marching down street,",honoring the sacrifices made by veterans,qwen2.5:latest
1421,A person with a bright orange wig and teal dress,was likely attending a costume party,qwen2.5:latest
1422,People walking up and,People walking up and down the street discussed the latest news.,qwen2.5:latest
1423,A older man in white shirt,wore a white shirt for the wedding ceremony.,qwen2.5:latest
1424,A man in a black coat is setting up,a tent in the park,qwen2.5:latest
1425,Three boys with blue shirts,were playing soccer in the park,qwen2.5:latest
1426,A man and a woman with three,walked together through the park on a sunny day,qwen2.5:latest
1427,A blue building on fire with black smoke pouring,is terrifying to behold,qwen2.5:latest
1428,a woman working on,a woman working on her presentation for tomorrow's meeting,qwen2.5:latest
1429,People with umbrellas observe,the rain pouring down heavily,qwen2.5:latest
1430,The lady in pink is walking,holding her umbrella against the light rain.,qwen2.5:latest
1431,A black dog runs,across the green field,qwen2.5:latest
1432,"a ""The Human Shop"" display in a public area such as a mall or airport, with four people, 3 females and one male, all wearing black with chains around their wrists, two of the females are sitting and",one is standing while another female interacts with passersby.,qwen2.5:latest
1433,A class full of college students sit in,silence awaiting the professor's lecture to begin.,qwen2.5:latest
1434,A child lays in the snow next to his,toy car,qwen2.5:latest
1435,A man jumping off of a,a high bridge into the water,qwen2.5:latest
1436,"A man, woman, and little girl walk along",holding hands in a close-knit group,qwen2.5:latest
1437,A man who looks like a cowboy is riding a bucking horse,in an exciting rodeo event,qwen2.5:latest
1438,A padded skateboarder,wore knee pads for protection.,qwen2.5:latest
1439,A boy with a,hat on his head stood by the playground.,qwen2.5:latest
1440,"White, brown, and black dogs running",in the park chasing each other.,qwen2.5:latest
1441,A man wearing a hat is,standing by the window observing the street below.,qwen2.5:latest
1442,Workers fixing a,roof faced strong winds,qwen2.5:latest
1443,A young lady in a bikini walking in,on the beach,qwen2.5:latest
1444,A man does a flip,to impress the crowd,qwen2.5:latest
1445,Boys huddle during,breaks in the game,qwen2.5:latest
1446,A man in a red,suit approached the stage to make an announcement.,qwen2.5:latest
1447,A woman displays her excitement by jumping in the air and raising her,hands high into the sky,qwen2.5:latest
1448,A man in a yellow vest is standing,by the roadside.,qwen2.5:latest
1449,A view of,the city skyline at night,qwen2.5:latest
1450,A man carries two bundles on a pole balanced over his shoulder,across the rugged countryside.,qwen2.5:latest
1451,A cowboy is riding a wild horse but,he needs to stay focused on his destination.,qwen2.5:latest
1452,A man dressed in black is,standing silently in the corner of the room,qwen2.5:latest
1453,Two young women surfing the,internet for hours,qwen2.5:latest
1454,a man in a harness wearing a,hard hat climbed the tower,qwen2.5:latest
1455,The lady was digging a deep,hole in the garden,qwen2.5:latest
1456,"Young girl with short, dark hair wearing a pink",skirt smiled at the camera.,qwen2.5:latest
1457,A birds-eye view of a person,standing in a park,qwen2.5:latest
1458,A baby is sitting on and,A baby is sitting on and playing with a toy.,qwen2.5:latest
1459,"Two young girls, in a kitchen, wearing aprons over their pajamas are",baking cookies together,qwen2.5:latest
1460,Bystanders cheer the closing ceremony,for its inspiring moments and achievements,qwen2.5:latest
1461,A little boy is swinging on a swing,and enjoying the back-and-forth motion.,qwen2.5:latest
1462,A girl and,A girl and her best friend went to the park to have a picnic.,qwen2.5:latest
1463,"A woman is reading a card while sitting on an end of a couch, while another","A woman is reading a card while sitting on an end of a couch, while another person sits across from her.",qwen2.5:latest
1464,A woman carried a cake ito the room with three candles as another woman,lit them up,qwen2.5:latest
1465,a group of young children performing,were thrilled to showcase their talents on stage,qwen2.5:latest
1466,A tattoo artist making a,tattoo on a customer's arm,qwen2.5:latest
1467,Two men stand on a pier next,to look at the sunset over the water.,qwen2.5:latest
1468,Child in bathing suite walking,on the beach sands,qwen2.5:latest
1469,A woman in a blue sweater is sitting on,a chair,qwen2.5:latest
1470,Five boys are buried,in a secret treehouse fort,qwen2.5:latest
1471,A blond headed lady is walking in front,of me.,qwen2.5:latest
1472,A male saxophone player belts out a song in,the lively jazz club,qwen2.5:latest
1473,A woman with blond-hair,walked into the room wearing a vibrant floral dress.,qwen2.5:latest
1474,Five girls wearing school uniforms walk around on a flat rock near a lake,in the middle of a sunny day.,qwen2.5:latest
1475,A young man is getting a,tattoo on his arm,qwen2.5:latest
1476,A flustered woman is,running to catch her bus,qwen2.5:latest
1477,A man looks at the camera as he holds a small soldering,and carefully works on an electronic component.,qwen2.5:latest
1478,a man with a young child playing with,a toy in the park,qwen2.5:latest
1479,Three cowboys on horses work together,to catch a wild horse in the ranch.,qwen2.5:latest
1480,A young boy sits in a chair,waiting for his turn to swing on the merry-go-round.,qwen2.5:latest
1481,A lady in a gray shirt sits calmly,next to the window overlooking the park.,qwen2.5:latest
1482,A woman wearing handbags standing by a column with artistic painting on,might be admiring the artwork.,qwen2.5:latest
1483,A man navigating a watercraft,through rough waves on the river,qwen2.5:latest
1484,A boy and a man are,walking together in the park,qwen2.5:latest
1485,A dog carries a,bone in its mouth.,qwen2.5:latest
1486,Four young girls,were dancing joyfully in the sunlight,qwen2.5:latest
1487,Two men in black clothing posing for,a photograph,qwen2.5:latest
1488,A jewish gathering of people such,as a celebration or commemoration might include traditional foods like brisket and latkes.,qwen2.5:latest
1489,Two women in,were arguing over a handbag.,qwen2.5:latest
1490,A man in a black shirt,wore it to the formal event.,qwen2.5:latest
1491,"A group of young, naked children showering near large",waterfalls amazed onlookers,qwen2.5:latest
1492,Boy in large green shirt carrying a blue shovel walks,past a small garden,qwen2.5:latest
1493,An asian woman wearing a traditional,hanfu dress,qwen2.5:latest
1494,A man in a white jacket,was standing by the counter at the café.,qwen2.5:latest
1495,Young man flipping off of something,into a dangerous stunt that went wrong,qwen2.5:latest
1496,This is the image of an Indian woman squatting near a row,to wash clothes by hand,qwen2.5:latest
1497,"Two men in combat fatigues, one grabs the other's",throat,qwen2.5:latest
1498,Two naked boys,were playing in a puddle.,qwen2.5:latest
1499,Bmx biker Jumps,over the ramp successfully,qwen2.5:latest
1500,Little blond boy climbing,the tree in the backyard,qwen2.5:latest
1501,There is a person,who needs to be approached carefully.,qwen2.5:latest
1502,a kickboxer jumping,for a knockout punch,qwen2.5:latest
1503,A woman wearing glasses and an orange dress is standing with,her arms crossed and a puzzled expression on her face,qwen2.5:latest
1504,A dog with a red bandanna has its paws on,a stolen backpack.,qwen2.5:latest
1505,A man meditating on the,beach in the morning sunlight,qwen2.5:latest
1506,A laughing woman leans on the legs of a sitting,man who appears to be her partner.,qwen2.5:latest
1507,The man with the bicycle is waiting for the car,to arrive so he can ride home.,qwen2.5:latest
1508,Two people walk down a city street,holding hands and laughing together,qwen2.5:latest
1509,A young boy dances,to his heart's content under the moonlight,qwen2.5:latest
1510,"A man wearing a black hat, a tan and black plaid suit and an orange shirt performs behind a man who is",holding a microphone,qwen2.5:latest
1511,A large group of people sit outside,enjoying the warm sun on a pleasant day,qwen2.5:latest
1512,A baseball player is catching or attempting to catch,a fly ball hit by the batter,qwen2.5:latest
1513,old woman in white cutting,a basket of flowers,qwen2.5:latest
1514,A woman plays bass and sings with her bandmate with is a man,and they create a harmonious sound together,qwen2.5:latest
1515,A boy carries a,heavy bag full of books to his classroom,qwen2.5:latest
1516,Kids are sitting at a,table waiting for their meals to be served.,qwen2.5:latest
1517,Graffiti of a weasel,was found on the wall near the market,qwen2.5:latest
1518,Two men kneel on a green and red mat next to each other while various,waiting for their opponent to signal the start of the match,qwen2.5:latest
1519,A man is standing outside a,building waiting for his friend to finish work.,qwen2.5:latest
1520,A young man with a Mohawk style haircut and surfer shorts,was likely to stand out on the beach.,qwen2.5:latest
1521,A husky breed dog is sniffing a horse's shoulder while the,horse stands patiently.,qwen2.5:latest
1522,A brown dog is biting a white,sock.,qwen2.5:latest
1523,Surgeons observe a doctor in green,operating room attire.,qwen2.5:latest
1524,Two girls at an overlook in a wooded area,were quietly enjoying the view of the sunset,qwen2.5:latest
1525,a man is on,a man is on the roof to fix the chimney.,qwen2.5:latest
1526,Diners are sitting at,tables inside the restaurant,qwen2.5:latest
1527,Little girl sits down to,start her homework,qwen2.5:latest
1528,There are a group of people in a pool,swimming and having fun,qwen2.5:latest
1529,The child wearing the green shirt is on,playing with a toy car,qwen2.5:latest
1530,Spectators in sunglasses,were enjoying the sunny day,qwen2.5:latest
1531,Hockey players scramble in,for the loose puck,qwen2.5:latest
1532,Man about to hit a tennis,ball with his racket,qwen2.5:latest
1533,A person in a black,suit rushed out of the room because,qwen2.5:latest
1534,A man and young girl outfitted for hiking look down,at a scenic view below them,qwen2.5:latest
1535,A large anime display is sitting in a covered mall area while,customers walk by curiously observing the characters.,qwen2.5:latest
1536,A black or mixed-race man wearing a denim jacket and baseball cap is holding one arm in the air and with his other hand is holding,grasping a large protest sign,qwen2.5:latest
1537,Man in the water with a,life jacket on,qwen2.5:latest
1538,"In China, a man gets out of",prison after serving his sentence.,qwen2.5:latest
1539,Two kids are running and,Two kids are running and laughing in the park.,qwen2.5:latest
1540,A woman in a black shirt,wore a stylish pendant necklace.,qwen2.5:latest
1541,A woman standing in smoke or steam underneath a beach,is likely enjoying a cigarette while watching the sunrise over the ocean.,qwen2.5:latest
1542,A skater is jumping in the air,to perform a trick or spin,qwen2.5:latest
1543,A woman removing clothes,in public is considered inappropriate.,qwen2.5:latest
1544,"A toddler sits in a bath, playing with a",bath toy,qwen2.5:latest
1545,A baseball pitcher on the mound,threw his fastball towards home plate,qwen2.5:latest
1546,A group of people are at a gathering where,they are celebrating each other's company and sharing stories.,qwen2.5:latest
1547,A beautiful city river walk with,parks and historic buildings nearby,qwen2.5:latest
1548,A woman wearing a scarf is,standing in front of a mirror adjusting it.,qwen2.5:latest
1549,A man in a reflector-vest stands in front of,the construction site warning signs.,qwen2.5:latest
1550,A man holding a microphone speaking to,a crowd about important news,qwen2.5:latest
1551,A boy tries to throw water on,his friend's face as a prank.,qwen2.5:latest
1552,A lone soccer player being spectated by,a small crowd in an empty stadium,qwen2.5:latest
1553,A middle-aged man is sleeping on a blanket in the,park at night.,qwen2.5:latest
1554,A lady in a hat is standing next to a,building,qwen2.5:latest
1555,Long line of people on a,waited for their turn to be served,qwen2.5:latest
1556,A man parasails in,the morning sun shining behind him.,qwen2.5:latest
1557,Five children play in a flooded,park,qwen2.5:latest
1558,A balding man waving with both of his hands on a,street corner,qwen2.5:latest
1559,A woman sits with her bags,at the airport awaiting her flight,qwen2.5:latest
