index,Xi,Xj,model
1512,A baseball player is catching or attempting to catch, a fly ball.,mistral:latest
1513,old woman in white cutting, flowers in her garden,mistral:latest
1514,A woman plays bass and sings with her bandmate with is a man, ...because they've been friends since childhood.,mistral:latest
1515,A boy carries a, heavy backpack to school every day,mistral:latest
1516,Kids are sitting at a, table playing games together,mistral:latest
1517,Graffiti of a weasel, appeared on the wall unexpectedly,mistral:latest
1518,Two men kneel on a green and red mat next to each other while various," ...one holds a white flag, signaling surrender.",mistral:latest
1519,A man is standing outside a," ...in front of an old, mysterious mansion.",mistral:latest
1520,A young man with a Mohawk style haircut and surfer shorts, walked confidently down the beach.,mistral:latest
1521,A husky breed dog is sniffing a horse's shoulder while the, because it's curious about its scent,mistral:latest
1522,A brown dog is biting a white, its tail playfully,mistral:latest
1523,Surgeons observe a doctor in green, performing complex surgery,mistral:latest
1524,Two girls at an overlook in a wooded area, were taking selfies with the breathtaking view behind them.,mistral:latest
1525,a man is on, a man is on vacation,mistral:latest
1526,Diners are sitting at, tables enjoying their meals,mistral:latest
1527,Little girl sits down to, play her favorite game,mistral:latest
1528,There are a group of people in a pool, ...who seem to be having fun and enjoying themselves.,mistral:latest
1529,The child wearing the green shirt is on, playing hide-and-seek with his friends,mistral:latest
1530,Spectators in sunglasses, were watching intently,mistral:latest
1531,Hockey players scramble in, direction to get control of the puck,mistral:latest
1532,Man about to hit a tennis, ball for practice,mistral:latest
1533,A person in a black, coat approached cautiously.,mistral:latest
1534,A man and young girl outfitted for hiking look down, at a steep cliff ahead,mistral:latest
1535,A large anime display is sitting in a covered mall area while, ...waiting for fans to gather and admire it.,mistral:latest
1536,A black or mixed-race man wearing a denim jacket and baseball cap is holding one arm in the air and with his other hand is holding," a protest sign that reads ""Justice for All""",mistral:latest
1537,Man in the water with a, - struggling to stay afloat,mistral:latest
1538,"In China, a man gets out of", his car to stretch after a long drive.,mistral:latest
1539,Two kids are running and, playing tag in the park.,mistral:latest
1540,A woman in a black shirt, walked into the room unexpectedly,mistral:latest
1541,A woman standing in smoke or steam underneath a beach, ...was searching for her lost sandals,mistral:latest
1542,A skater is jumping in the air, because they are trying to land a difficult trick,mistral:latest
1543,A woman removing clothes, from her suitcase to prepare for a swim.,mistral:latest
1544,"A toddler sits in a bath, playing with a", toys that float around her,mistral:latest
1545,A baseball pitcher on the mound, ...was struggling to find his rhythm,mistral:latest
1546,A group of people are at a gathering where, they are sharing stories about their adventures.,mistral:latest
1547,A beautiful city river walk with, ...was lined with blooming cherry blossoms,mistral:latest
1548,A woman wearing a scarf is," sitting by the window, lost in thought",mistral:latest
1549,A man in a reflector-vest stands in front of," a construction site, directing traffic.",mistral:latest
1550,A man holding a microphone speaking to, ...a large crowd about important issues.,mistral:latest
1551,A boy tries to throw water on, a girl playing near the pool,mistral:latest
1552,A lone soccer player being spectated by, by a crowd of cheering fans.,mistral:latest
1553,A middle-aged man is sleeping on a blanket in the, park because he has nowhere else to go.,mistral:latest
1554,A lady in a hat is standing next to a, ...the tall man at the art exhibition.,mistral:latest
1555,Long line of people on a, waited for their turn to enter the amusement park.,mistral:latest
1556,A man parasails in, over the crystal-clear ocean.,mistral:latest
1557,Five children play in a flooded, park after a heavy downpour,mistral:latest
1558,A balding man waving with both of his hands on a, a street corner seemed desperate for attention,mistral:latest
1559,A woman sits with her bags," ...packed, ready to leave for her vacation.",mistral:latest
1560,A border collie is running out, of the open field,mistral:latest
1561,A little girl reaches over, ...the candy jar on her tiptoes,mistral:latest
1562,"Man, son, and vendor smile", because they received a generous tip,mistral:latest
1563,A large number of railroad workers wearing day-glo orange vests and, were preparing to lay new tracks,mistral:latest
1564,African women are selling vegetables in, at the local market,mistral:latest
1565,A greyhound wearing number,7 raced around the track,mistral:latest
1566,Two men are talking, about their shared passion for classic cars.,mistral:latest
1567,A young woman and young man are walking arm, in a beautiful garden filled with blooming flowers.,mistral:latest
1568,Two women are standing amidst kitchen appliances and, discussing which one to buy next.,mistral:latest
1569,"A person with glasses, has his hands up in the air,", ...because they found a hidden treasure,mistral:latest
1570,Dog on a red, carpet was barking loudly,mistral:latest
1571,A man being arrested, ...by police officers for suspected theft.,mistral:latest
1572,Three children in a green field, were playing hide-and-seek without supervision.,mistral:latest
1573,"A man wearing a t-shirt that says ""Gigolo"" stands", outside the strip club entrance,mistral:latest
1574,A football player wearing a blue jersey getting, tackled by an opponent on the field,mistral:latest
1575,A brown dog is running through the snow, because it loves to play in winter,mistral:latest
1576,A man in black with glasses, walked into the room unexpectedly.,mistral:latest
1577,Four men and one women are discussing something, important business matters,mistral:latest
1578,There is a woman in a red coat with black pants and a black," ...standing on the corner, waiting for her taxi.",mistral:latest
1579,Two medical personnel holding, a patient on a stretcher were rushing towards the ambulance.,mistral:latest
1580,"A woman is holding a toy snake, she is on stage with a guy speaking through", ...because they are performing in a magic show.,mistral:latest
1581,A woman is walking her, dog through a beautiful park.,mistral:latest
1582,A young Tibetan boy sitting at a," by the side of a monastery wall, humbly studying ancient texts.",mistral:latest
1583,A man in suspenders bales crops, because harvest season had arrived,mistral:latest
1584,A young child with an inflatable enjoys," playing in a large, empty swimming pool.",mistral:latest
1585,People in, were discussing their shared passion for gardening.,mistral:latest
1586,A mother consoling, her child after a fall at the playground,mistral:latest
1587,"A group of people, led by a man with a backpack, are walking past people", who were setting up for a charity event,mistral:latest
1588,Person in a yellow helmet is jumping, from a tall building,mistral:latest
1589,Two individuals move about a field as, they search for hidden treasure,mistral:latest
1590,A small black and brown dog, ran up to greet its owner excitedly,mistral:latest
1591,A woman walks her dog while walking, past a beautiful garden,mistral:latest
1592,Several parasailor's enjoying a windy day, were swept away by sudden storm gusts,mistral:latest
1593,A dark-haired man surfs off a big, wave into the sunset.,mistral:latest
1594,A person is lying in a hospital bed with, ... critical injuries after a car accident,mistral:latest
1595,A young boy jumping from a height, ...into the swimming pool,mistral:latest
1596,A couple of officers, were investigating a mysterious case,mistral:latest
1597,"A smiling child wearing a swimsuit, swim cap, and", goggles ran towards the sparkling blue pool,mistral:latest
1598,A skateboarder is in midair in, ...trying a dangerous trick.,mistral:latest
1599,"A woman setting an outdoor picnic table, while young", children are playing nearby,mistral:latest
1600,A man in a thick blue winter jacket, was lost in deep thought,mistral:latest
1601,"Four people are playing twister, while", one person is trying to sneakily cheat at the game.,mistral:latest
1602,A man is performing a jump on his skateboard over, a gap in the railing at high speed,mistral:latest
1603,A young boy helping, an elderly woman across the street.,mistral:latest
1604,Six men in tank tops and shorts race each other on a marked grassy, field to win the annual summer competition,mistral:latest
1605,The two girls laid, down to take a nap after their long day at school.,mistral:latest
1606,People are watching, a movie on their screens.,mistral:latest
1607,The two young boys play in a, the park every day after school,mistral:latest
1608,A bike rider riding in the," a busy street without a helmet, causing concern among onlookers.",mistral:latest
1609,A girl hands from, a tree branch over the river to help someone cross,mistral:latest
1610,A woman with a floral blouse and brown shoulder, - walked into the room confidently,mistral:latest
1611,A woman with white, hair walked down the street.,mistral:latest
1612,An asian man moving carts on, around a bustling marketplace,mistral:latest
1613,This Asian man is drinking a beer, because it's his favorite way to unwind after work.,mistral:latest
1614,A professional swimmer racing, against a record time,mistral:latest
1615,People walking on a walkway during the, were unaware of the impending danger ahead,mistral:latest
1616,Man decorates a, tree for Christmas,mistral:latest
1617,"A man with glasses, a gray button-up shirt and black pants is standing next to a stage used for presentations and is", ...waiting for his turn to speak.,mistral:latest
1618,A little girl is playing, with her favorite teddy bear,mistral:latest
1619,A boy wearing jeans a white shirt and red,converse sneakers walked down the street.,mistral:latest
1620,four performers dressed in white are dancing in, a choreographed ballet routine.,mistral:latest
1621,A football player clutches the ball, before throwing a Hail Mary pass,mistral:latest
1622,Three girls holding umbrellas with their, were trying to find shelter from the heavy downpour.,mistral:latest
1623,A boy in a black t-shirt, ran away when he saw the dog.,mistral:latest
1624,Five men leaning against a building and two of them looking up, ...were waiting for something to fall from above.,mistral:latest
1625,Kids pass the time, by playing various games,mistral:latest
1626,A man is standing on, a ledge overlooking the valley.,mistral:latest
1627,"Several African children looking toward the blackboard in school,", were eager to learn something new,mistral:latest
1628,Two men are walking by a colorful shop as, ...one of them suddenly stops to admire the vibrant displays.,mistral:latest
1629,A man in a white shirt balances on, ...a tightrope high above the ground.,mistral:latest
1630,a woman stands alone," ...in front of a broken mirror, lost in thought.",mistral:latest
1631,A beautiful woman is posing for, a professional photographer,mistral:latest
1632,There are a lot of people walking on a street with a lot, ...because there's a festival happening today.,mistral:latest
1633,The skateboarder in the white shirt balances on the ledge, ...because he's trying to pull off a trick.,mistral:latest
1634,A group of women breastfeed their babies while, discussing breastfeeding techniques and benefits.,mistral:latest
1635,A woman in a scarf is glaring at the, because she felt disrespected by his actions,mistral:latest
1636,A skateboarder at night, was breaking all speed records on an empty street,mistral:latest
1637,A man in a black suit is surrounded by four," police officers, questioning his actions.",mistral:latest
1638,A man is chopping, wood in his backyard.,mistral:latest
1639,Several young people adults sit around while a middle-eastern band prepares, to perform traditional music,mistral:latest
1640,A young girl balances on wooden, a tightrope for the first time,mistral:latest
1641,A group posses for a, photograph at sunset on the beach.,mistral:latest
1642,A man is holding a young," child tightly, afraid they might run away.",mistral:latest
1643,A motorcyclist performing a standing, wheelie on a busy road.,mistral:latest
1644,A professional looking cyclist rides down a, street on his carbon fiber bike,mistral:latest
1645,People walking along on, the beach were admiring the sunset,mistral:latest
1646,A man in a suit is smoking, ...a cigarette on the balcony.,mistral:latest
1647,Two men in a garage are fixing, an old car together.,mistral:latest
1648,A man is on a ladder, to paint the high ceiling,mistral:latest
1649,"The large, dark colored dog is", barking loudly at strangers.,mistral:latest
1650,A man wearing a black and white jump, suit danced energetically.,mistral:latest
1651,A little boy in a dress, ran away from home due to teasing.,mistral:latest
1652,An audience watching some performers in yellow," on stage, captivated by their energetic act.",mistral:latest
1653,A man shaving, in front of a rusty mirror,mistral:latest
1654,a boy wearing rollerblades, raced downhill at breakneck speed,mistral:latest
1655,"Four adults, including a woman in a purple shirt, and a young child sit around a table covered with", ...a variety of colorful toys and snacks.,mistral:latest
1656,Two men surf on, a giant wave at sunset.,mistral:latest
1657,A man is standing, on a hill overlooking the valley.,mistral:latest
1658,Two children running on the sidewalk, were chasing a ball,mistral:latest
1659,A baby in a life, jacket started to cry.,mistral:latest
1660,A pregnant lady is sitting at an outside," table, waiting for her water to break.",mistral:latest
1661,"A group of men, some wearing military"," uniforms, had gathered to discuss a secret plan.",mistral:latest
1662,A person is wrapped in a shawl, because they felt cold,mistral:latest
1663,Person standing on stage with, ...was about to deliver a speech,mistral:latest
1664,A man in a straw, hat walked down the street.,mistral:latest
1665,Students are sitting in an auditorium with, a teacher about to start a presentation,mistral:latest
1666,A man stands on, a hill overlooking his hometown.,mistral:latest
1667,"A man in a jacket, hat, and jeans is holding", a guitar at a street corner.,mistral:latest
1668,One person wearing a coat and, entered the room unexpectedly,mistral:latest
1669,A guy looking down," at his phone, oblivious to everything around him.",mistral:latest
1670,A man drinking orange, juice at a bar suddenly felt ill.,mistral:latest
1671,A S.C.U.B.A. diver swims, towards a sunken shipwreck,mistral:latest
1672,A seagull watches a woman in a, as she feeds it fish from her basket.,mistral:latest
1673,A little girl and a man pose in, ...for a photograph at the carnival.,mistral:latest
1674,man and women in a halloween, were dressed as ghosts and goblins,mistral:latest
1675,A young girl with rollerblades and, was trying to learn a new trick on her skates,mistral:latest
1676,"A man in a red shirt, out with", his family for a picnic.,mistral:latest
1677,a dog tugs on, its leash impatiently,mistral:latest
1678,An ATV is airborne over a field, because its powerful engine propelled it high into the sky,mistral:latest
1679,A gymnast is capture midair while, by a faulty apparatus mechanism,mistral:latest
1680,a black lab jumps, over the fence excitedly,mistral:latest
1681,A dog bounds, towards its owner happily,mistral:latest
1682,Two men are walking in front of a, a large mansion with mysterious shadows inside.,mistral:latest
1683,The man in a blue jacket, was trying to solve the complex mathematical equation.,mistral:latest
1684,A officer in the military dancing with a, a civilian at the base party,mistral:latest
1685,People talk near, each other due to poor acoustics,mistral:latest
1686,One Baseball player racing towards the base while another tries to, ...to tag him out,mistral:latest
1687,"Two men are playing a game of chess, one", ...because they were trying to decide who would win the championship.,mistral:latest
1688,A young man is, trying to find a job after graduating from college.,mistral:latest
1689,Two women share gossip while, they wait for their coffee to be served,mistral:latest
1690,Woman in a white shirt and, walked confidently through the crowded room.,mistral:latest
1691,An African American worker putting food into the, boxes at a fast-food chain due to racial discrimination from customers.,mistral:latest
1692,A woman with blond-hair wearing a white, dress approached the stage.,mistral:latest
1693,A woman in a white headscarf, ...was selling flowers at the market corner.,mistral:latest
1694,A woman feeds pigeons, every day at the park,mistral:latest
1695,Man posing in a kitchen with, as if he were a professional chef,mistral:latest
1696,Woman gets her hand kissed by, a man who adores her deeply,mistral:latest
1697,A man wearing an orange and gray jacket, walked his dog near the park.,mistral:latest
1698,"A mother inspects her young daughter's clothes, which appear to be a costume", because she had forgotten about the school play,mistral:latest
1699,A group of children are playing, near the busy road without adult supervision,mistral:latest
1700,A man with pink hair is helping an, elderly woman cross the street.,mistral:latest
1701,Several asian people are looking around a cityscape next to building with large, ...because they were trying to find their lost luggage.,mistral:latest
1702,"A man is sitting on a short stool, with his back turned to", facing the crowd at the concert,mistral:latest
1703,A young person wearing a, hoodie approached cautiously.,mistral:latest
1704,Shoppers walk past a line of motorcycles parked, outside the store for sale,mistral:latest
1705,A group of greyhounds racing, at full speed towards the finish line,mistral:latest
1706,Three children are sitting at the top," of a treehouse, playing board games",mistral:latest
1707,People walk along a busy street, ...because they were on their way to work or school.,mistral:latest
1708,"A line of protesters are walking in the street, holding", ...signs demanding change,mistral:latest
1709,a Young child holds on to a post, because she's afraid of heights,mistral:latest
1710,A young boy pretending to steer, a toy car down the hallway.,mistral:latest
1711,A lady getting ready to swing a tennis racket, ...because she saw an incoming ball,mistral:latest
1712,A light tan dog, ran through the park happily.,mistral:latest
1713,A woman wearing a yellow t-shirt laughs while being, She tells an amusing joke.,mistral:latest
1714,One man wearing a striped shirt and sunglasses jumps in the air next to another man in a black graphic, ...because he just won the dance-off competition,mistral:latest
1715,A woman covered in tattoos wearing a, leather jacket walked down the street.,mistral:latest
1716,A bald man in a blue polo shirt, walked into the room unexpectedly.,mistral:latest
1717,A large group of black children are holding their hands, up to form a circle around an older white man.,mistral:latest
1718,"A small group, two in yellow staff shirts, five in plain clothes,", were conducting a secret investigation,mistral:latest
1719,The big white cow is decorated with, colorful flowers and ribbons,mistral:latest
1720,A black and white dog with a blue dog toy, ran around excitedly,mistral:latest
1721,A man with a red Shriner hat is looking, for directions to the parade route,mistral:latest
1722,The bike leader pedals for his life, because a pack of wolves is chasing him,mistral:latest
1723,Four people and a child, were trying to cross the busy street together.,mistral:latest
1724,A yellow puppy walking, down the street with a red bandana around its neck,mistral:latest
1725,There is a horse and rider, galloping towards the finish line,mistral:latest
1726,A family sits on a, bench enjoying their picnic together.,mistral:latest
1727,A girl in, a red dress walked down the street.,mistral:latest
1728,A woman looks at, a reflection of herself in the mirror.,mistral:latest
1729,A middle-aged man works, as a librarian at the local library.,mistral:latest
1730,A man doing a, yoga pose on top of a mountain at sunrise.,mistral:latest
1731,A woman wearing a dress is standing on a lighted stage singing, ...a beautiful ballad to captivate the audience.,mistral:latest
1732,A woman in an orange jacket, walked her dog near the park.,mistral:latest
1733,A guy sitting on the side of a building holding some kind of, a sniper rifle was about to take aim,mistral:latest
1734,A brown dog is running very, quickly through the park,mistral:latest
1735,Two boys playing ball, near the busy street.,mistral:latest
1736,three people walking on, a narrow bridge,mistral:latest
1737,A man smiling over his shoulder, because he had just received some good news.,mistral:latest
1738,A man in jean overalls, was fixing his old truck,mistral:latest
1739,Two women are holding hands over a, looking at each other lovingly,mistral:latest
1740,Band conductor is conducting a band, because everyone followed his lead,mistral:latest
1741,Minivan drives down wet urban street, ...because its windshield wipers were struggling to keep up.,mistral:latest
1742,A large black and white dog, ran through the park excitedly,mistral:latest
1743,A young girl wearing screen printed teal tank top and white embellished summer pants walks, confidently down the bustling city street.,mistral:latest
1744,Four dogs are being, kept in their kennels for training.,mistral:latest
1745,"A big, brown dog is sleeping next to", ...the fireplace on a cold winter's night.,mistral:latest
1746,A well lit concert area occupied by an ensemble, ...was filled with a symphony of harmonious sounds.,mistral:latest
1747,A woman has her, been diagnosed with a serious illness,mistral:latest
1748,A couple enjoys a quiet, dinner together at home after their busy week.,mistral:latest
1749,Several individuals are walking along a street, ...because they were discussing their plans for the upcoming protest.,mistral:latest
1750,a girl in a pink tutu doing, a pirouette gracefully on stage,mistral:latest
1751,A performer clapping, audience's applause,mistral:latest
1752,A man is splitting wood on a snowy day, because he needed firewood to keep warm,mistral:latest
1753,A band on stage in front, of a large crowd playing their hit songs.,mistral:latest
1754,A man in a blue shirt is cutting something with a," large, sharp knife on his kitchen counter.",mistral:latest
1755,Several ladies gathered around a table, to discuss their upcoming book club selection.,mistral:latest
1756,Two men wearing vests, were discussing politics passionately.,mistral:latest
1757,A young man in a polo shirt, walked his dog near the park,mistral:latest
1758,"A crowd of people, some standing by a river, some in", were watching as a boat sailed downstream.,mistral:latest
1759,A man is sitting," on a bench, deep in thought.",mistral:latest
1760,A man with a beard in, a tattered hat walked down the deserted street.,mistral:latest
1761,A woman in a red dress, entered the room gracefully,mistral:latest
1762,Child wearing a red shirt sits on, the floor playing with his toys,mistral:latest
1763,A small girl in a bathing suit, was building an enormous sandcastle on the beach.,mistral:latest
1764,A black man uses his vanity mirror to, check his reflection before leaving for work.,mistral:latest
1765,A girl in blue walks away, ...because she didn't want to talk anymore,mistral:latest
1766,Three guys are sitting around a stand, ...discussing their plans for the upcoming road trip.,mistral:latest
1767,A brown dog is, running through a field of daisies,mistral:latest
1768,A group of bicycle racers in racing outfits with, were speeding downhill towards the finish line,mistral:latest
1769,People in a garage listing, were trying to sell their classic car collection,mistral:latest
1770,A young man in shorts with, a skateboard under his arm walked confidently down the street.,mistral:latest
1771,Two boys are, fighting over a toy they both want.,mistral:latest
1772,Firefighters putting out, a massive blaze at the old warehouse,mistral:latest
1773,A group of people are preparing, a grand feast for their annual gathering.,mistral:latest
1774,A bald man is attempting to slam dunk a basketball in, ...because he wanted to prove his youthfulness.,mistral:latest
1775,Two Asian men are riding on a motorcycle in the midst, of heavy traffic downtown.,mistral:latest
1776,A gray dog is looking at, a bone on the floor,mistral:latest
1777,A black and white dog is playing with, a red ball,mistral:latest
1778,"There are four canoes in the background, beautiful green grass, with three kids standing at the shore of the lake, that is crystal and crisp looking, and there is a", ...a family enjoying their day out.,mistral:latest
1779,People fishing off, the pier caught nothing all day,mistral:latest
1780,Several horses are running a race, because they were competing for first place,mistral:latest
1781,A man and two woman are riding, a bicycle built for three.,mistral:latest
1782,A guy playing with a rope, suddenly lost his balance,mistral:latest
1783,a young girl uses, her magic powers to heal an injured animal,mistral:latest
1784,A man sitting with his daughter in his daughter's," car, explaining her life goals to him.",mistral:latest
1785,A delivery man is passing by two, houses on his route.,mistral:latest
1786,Man in a tan jacket and jeans bends over, to pick up something from the ground,mistral:latest
1787,A Golden Retreiver jumps, over the fence to chase a squirrel,mistral:latest
1788,The two dogs are white and black, ...and they were named Spots and Patch.,mistral:latest
1789,A man in black shorts is, running a marathon,mistral:latest
1790,Students sit in a classroom with green walls and, desks arranged neatly around them,mistral:latest
1791,A man wearing a black shirt and black shorts is leaning on," against the wall, deep in thought.",mistral:latest
1792,A man is digging a, hole to bury his treasure,mistral:latest
1793,A red-haired woman in a blue shirt and jacket, walked into the room confidently,mistral:latest
1794,A young boy wearing blue is holding a blue baseball bat,...and swinging it excitedly at an imaginary opponent.,mistral:latest
1795,A kid is doing a, homework on his own for the first time,mistral:latest
1796,A person skis down, a steep mountain slope,mistral:latest
1797,People strolling in a mall with colorful, ...were captivated by the vibrant window displays,mistral:latest
1798,An older man with glasses clasps his hands together, because he felt a deep sense of wisdom,mistral:latest
1799,A woman and a young man are each holding tennis, racket on opposite sides of the net,mistral:latest
1800,The back of two men's heads, were turned towards each other in deep conversation,mistral:latest
1801,A runner wearing a, bright yellow bib crossed the finish line,mistral:latest
1802,A man painting, a beautiful landscape on his canvas,mistral:latest
1803,A girl wearing a mask rides on a, a bicycle through an empty park at midnight,mistral:latest
1804,A young man working, as a barista at Starbucks to support his studies.,mistral:latest
1805,A man pointing his finger and holding," a map, was trying to give directions",mistral:latest
1806,Young adults are seated at, a long table discussing their future plans.,mistral:latest
1807,A boy is jumping, over the fence to catch a ball,mistral:latest
1808,Someone's legs are in frame running, ...towards the finish line,mistral:latest
1809,A woman getting her, a makeover at the salon suddenly started crying.,mistral:latest
1810,A mix of kids and adults sitting by a tree, were sharing stories about their adventures.,mistral:latest
1811,A woman in a red dress next, to everyone else at the ball.,mistral:latest
1812,animals in, were released into their natural habitat,mistral:latest
1813,The bottom view, of the painting revealed intricate details.,mistral:latest
1814,Five construction men working on building the, were injured when a crane collapsed.,mistral:latest
1815,A woman wearing a blue top and, walked into the room confidently.,mistral:latest
1816,A small limousine is parked outside, because it belongs to a famous celebrity,mistral:latest
1817,Two black dogs and 2 white dogs interact with, each other peacefully.,mistral:latest
1818,A bird with blue and white feathers and a long, tail perched on the branch.,mistral:latest
1819,Three dogs play, fetch with their owner,mistral:latest
1820,A woman with braids is kneeling down, ...in deep prayer at the altar.,mistral:latest
1821,A woman with dark hair is, ...searching for her lost cat in the park.,mistral:latest
1822,Two children play in a pile, of leaves happily,mistral:latest
1823,A girl enjoying, an ice cream cone on a sunny day.,mistral:latest
1824,Firefighter Connett of the Ossian Fire Department climbs, up to rescue a cat stuck in a tree.,mistral:latest
1825,A man in a suit with glasses stands," ...in front of the bank, waiting for his next move.",mistral:latest
1826,A woman with long brown hair, walked gracefully down the aisle,mistral:latest
1827,Three women are wearing white and red, dresses to stand out at the event,mistral:latest
1828,A young girl and a young man playing a, were about to discover hidden treasure,mistral:latest
1829,A couple having a, disagreement over their future plans.,mistral:latest
1830,A girl laying down reading at a park, suddenly fell asleep.,mistral:latest
1831,Little boy hitting, his older sister out of frustration,mistral:latest
1832,A guy maintains his yard by mowing, ...every week to keep it neat.,mistral:latest
1833,Two people (a man and a woman), were discussing their shared passion for art.,mistral:latest
1834,four kids playfully pose, for a group photo near the swing set,mistral:latest
1835,"A man and woman in camouflage carrying presents that say Merry Christmas on them, in", were walking through the forest to deliver holiday cheer,mistral:latest
1836,One blue and one, red ball were placed on the table.,mistral:latest
1837,Several people are shopping at, the mall during Christmas season.,mistral:latest
1838,A group of people sitting around a, table discussing politics.,mistral:latest
1839,A woman talks to a man, about his new job promotion,mistral:latest
1840,A guy is driving, too fast on a wet road.,mistral:latest
1841,Two men standing around talking, were discussing their shared passion for antique cars.,mistral:latest
1842,A woman with purple hair, walked into the room confidently,mistral:latest
1843,A closeup of a girl holding a, a microphone nervously before her performance,mistral:latest
1844,A possibly drunken man lays on the, ground after stumbling into a pole.,mistral:latest
1845,A woman wearing a red-and-white striped shirt poses for a photo with, ...a big smile on her face,mistral:latest
1846,Four young girls sit at a glass, table discussing their dreams for the future.,mistral:latest
1847,"Two men are climbing up a light pole, one posing with", ...to take down the damaged sign.,mistral:latest
1848,A group of young men dressed in, formal attire were attending a high-profile event,mistral:latest
1849,A girl kicking a soccer ball down, towards her goal,mistral:latest
1850,A boy is playing, alone in his room after being grounded,mistral:latest
1851,Three construction workers dressed in bright orange, were working on repairing a damaged bridge,mistral:latest
1852,A man writing on sheets of paper sitting, in a quiet corner of the library,mistral:latest
1853,A soccer team, lost their key player to an injury during the match.,mistral:latest
1854,A man in shorts, was sunbathing on the beach.,mistral:latest
1855,A male is trying, to impress a female at a social gathering,mistral:latest
1856,"A fair-skinned woman with dark hair wears a pair of large dark sunglasses,", ...as she walks down the sunlit street.,mistral:latest
1857,A group of skaters are, practicing their tricks on a half-pipe.,mistral:latest
1858,A male photographer shows a female photographer his camera, settings to impress her,mistral:latest
1859,A young boy looking at very large," stars for the first time, felt a sense of wonder.",mistral:latest
1860,A group of people riding, bikes through the park on a sunny day.,mistral:latest
1861,"A young man, in yellow pants, is", running towards the finish line.,mistral:latest
1862,A black dog jumping, over a white fence,mistral:latest
1863,Four children and a man viewing an armadillo on a, were amazed by its unique appearance,mistral:latest
1864,Two people stand on the side of," a cliff, debating whether to jump.",mistral:latest
1865,People on and near a, beach were advised to evacuate due to an incoming tsunami warning.,mistral:latest
1866,Girl listening to purple headphones, ...and humming a melody she had composed herself,mistral:latest
1867,A female with sunglasses, walked confidently down the street.,mistral:latest
1868,A girl infant is laying on a changing table with, ... her mother is about to change her diaper,mistral:latest
1869,A woman wearing a green hooded sweatshirt, entered the room quietly,mistral:latest
1870,"Men, women and children waiting and walking", for their bus to arrive,mistral:latest
1871,A woman is walking and carrying a, a baby in her arms,mistral:latest
1872,A female soccer player crouches to, prepare for a powerful kick,mistral:latest
1873,A woman in a black dress and apron, was baking a delicious chocolate cake,mistral:latest
1874,A lady in a yellow, dress approached us.,mistral:latest
1875,The tennis player is hitting the ball with his, incredible precision,mistral:latest
1876,A man in a blue shirt and who has scratches below his, eyes was trying to hide from someone,mistral:latest
1877,A child in a dress is, playing hide-and-seek with her friends,mistral:latest
1878,A diving taking, board to impress everyone else,mistral:latest
1879,Seven people of Asian descent are expressing happiness standing in front of a,...because they just won the lottery together.,mistral:latest
1880,A snowboarder jumps across, a chasm to land on a halfpipe,mistral:latest
1881,Man with black vest lines up a, to purchase tickets for the concert,mistral:latest
1882,A woman looks at her cellphone, ...to see if she has any new messages.,mistral:latest
1883,There is a hockey player in, who just scored a hat-trick,mistral:latest
1884,A small child is, trying to reach a balloon that's out of its reach.,mistral:latest
1885,A man watching as a woman fires a gun, ...in shock and disbelief.,mistral:latest
1886,A man does Ti Chi on, a peaceful beach every morning.,mistral:latest
1887,"Two people, one wearing a blue suit and the other"," a white dress, were about to dance together.",mistral:latest
1888,The men are wearing blue shirts, ...because they support their favorite football team,mistral:latest
1889,A woman in a multicolored top and purple pants walks along across a, the bustling city street.,mistral:latest
1890,"Four people are sitting on the beach,", ...enjoying a peaceful afternoon together.,mistral:latest
1891,Man and woman standing next to a hang," each other, deep in conversation",mistral:latest
1892,Three men wearing hard hats stand in, ...at the construction site discussing their next move.,mistral:latest
1893,A football player 94, scored a record-breaking goal,mistral:latest
1894,A romantic view of a building after, sunset had been painted by an artist,mistral:latest
1895,"Boys, dressed in uniforms,", were lining up for inspection.,mistral:latest
1896,A class listen to a, their teacher's lecture attentively,mistral:latest
1897,a Man with a cane is, walking slowly down the street.,mistral:latest
1898,"A small blond girl sits in bed looking at book that has the words ""Crash! Bang! Boom!"" on", ...and she can't wait to see what happens next.,mistral:latest
1899,Three adults and one small boy are working in a kitchen where one of, they are preparing dinner for a large family gathering.,mistral:latest
1900,Woman in a white carriage with two little girls, drove past the grand mansion.,mistral:latest
1901,Two little girls looking into the camera, were curious about what they would see next,mistral:latest
1902,A man in a very nice great button up, shirt walked confidently down the street.,mistral:latest
1903,A man in a gingham, shirt was walking down a country lane.,mistral:latest
1904,A woman with her middle finger, raised it at a man who insulted her.,mistral:latest
1905,A guy is pointing with a, a finger at something interesting,mistral:latest
1906,Brunette woman in a pink tank top with sunglasses, walked confidently down the busy street.,mistral:latest
1907,A small boy is playing, with a toy car on the floor.,mistral:latest
1908,A person in the military standing in, at attention during a ceremony,mistral:latest
1909,Two men building, a house together after years of friendship.,mistral:latest
1910,A boy with an orange tool on the shore is spraying, water into the sea,mistral:latest
1911,Two men are carrying on a, heated argument about politics.,mistral:latest
1912,Two fashionably dressed young ladies sit back to back on a wall, ...and exchange secrets about their latest shopping spree.,mistral:latest
1913,A boy at a skate park is at the apex, about to lose his balance,mistral:latest
1914,A man takes a picture of,...because he wanted to remember the moment.,mistral:latest
